GeneName	GeneID	WT_R	WT_L	MDX_R	MDX_L
Kcnk1	ENSMUSG00000033998	11.065	3.625	2.291	0.706
Pqlc1	ENSMUSG00000034006	33.215	53.85	34.852	38.438
Scaper	ENSMUSG00000034007	9.15	9.26	7.796	6.74
Pds5b	ENSMUSG00000034021	15.665	10.845	9.85	9.94
Cpsf1	ENSMUSG00000034022	8.65	9.625	12.751	16.677
Fancd2	ENSMUSG00000034023	1.735	1.145	1.865	4.232
Cct2	ENSMUSG00000034024	51.39	54.595	88.588	122.381
Cd226	ENSMUSG00000034028	0.775	0.435	0.333	0.32
Rpap1	ENSMUSG00000034032	3.48	2.695	3.856	5.458
Ccdc17	ENSMUSG00000034035	2.035	0.92	1.419	1.262
Fgd5	ENSMUSG00000034037	7.39	8.22	5.211	5.461
Wbscr17	ENSMUSG00000034040	1.225	1.22	1.192	0.636
Gpbp1l1	ENSMUSG00000034042	10.595	6.325	5.574	7.702
Phka1	ENSMUSG00000034055	5.11	5.26	4.212	4.575
Ypel4	ENSMUSG00000034059	5.345	3.885	1.775	1.302
4930590J08Rik	ENSMUSG00000034063	0.605	0.0	0.173	0.11
Poglut1	ENSMUSG00000034064	29.675	24.955	30.19	30.952
Farp2	ENSMUSG00000034066	3.81	2.545	2.128	2.098
Zfp551	ENSMUSG00000034071	0.95	0.145	0.37	0.416
Zdhhc5	ENSMUSG00000034075	29.31	29.485	20.889	27.133
Ccdc174	ENSMUSG00000034083	39.25	35.235	21.429	19.347
Hdlbp	ENSMUSG00000034088	53.405	56.36	57.279	62.574
Ctnnd1	ENSMUSG00000034101	37.005	28.55	24.126	29.144
Tldc1	ENSMUSG00000034105	1.305	1.64	2.834	2.9
Ccs	ENSMUSG00000034108	20.135	36.385	35.674	36.257
Golim4	ENSMUSG00000034109	21.945	21.16	15.032	13.154
Kctd7	ENSMUSG00000034110	2.87	1.64	1.905	1.941
Tmed8	ENSMUSG00000034111	2.92	1.545	1.199	1.312
Vav1	ENSMUSG00000034116	0.27	1.28	2.321	5.085
Tpst1	ENSMUSG00000034118	50.25	56.755	51.775	46.454
Srsf2	ENSMUSG00000034120	199.58	160.805	178.611	222.001
Mks1	ENSMUSG00000034121	1.58	2.61	1.648	1.965
Pomt2	ENSMUSG00000034126	4.39	3.61	3.74	4.476
Tspan8	ENSMUSG00000034127	0.2	0.69	1.359	1.702
Sik3	ENSMUSG00000034135	10.075	19.865	14.785	18.748
Tmem63c	ENSMUSG00000034145	0.065	0.0	0.017	0.037
Exoc3	ENSMUSG00000034152	16.995	14.81	16.464	17.719
Ino80	ENSMUSG00000034154	1.81	1.735	1.165	1.106
Cipc	ENSMUSG00000034157	5.05	8.195	6.787	10.173
Lrrc58	ENSMUSG00000034158	23.96	17.745	14.852	14.958
Ogt	ENSMUSG00000034160	45.14	38.55	35.608	36.853
Scx	ENSMUSG00000034161	18.32	31.385	56.327	47.649
Zfc3h1	ENSMUSG00000034163	7.375	8.1	5.924	7.113
Emid1	ENSMUSG00000034164	20.575	10.03	9.617	5.791
Ccnd3	ENSMUSG00000034165	64.545	70.78	121.462	117.636
Irf2bpl	ENSMUSG00000034168	15.735	15.16	20.243	22.331
Faah	ENSMUSG00000034171	2.43	1.135	0.283	0.396
Zbed5	ENSMUSG00000034173	0.625	1.04	1.445	1.822
Rhbdd3	ENSMUSG00000034175	2.23	5.075	5.721	8.884
Nsf	ENSMUSG00000034187	15.715	17.825	17.463	23.69
Hsdl1	ENSMUSG00000034189	10.545	9.115	11.389	12.411
Chmp7	ENSMUSG00000034190	15.895	18.465	23.147	26.933
Lsm3	ENSMUSG00000034192	71.35	62.965	112.667	151.332
R3hcc1	ENSMUSG00000034194	7.065	10.615	12.048	14.602
Gas2l1	ENSMUSG00000034201	17.715	32.75	41.382	53.45
Chchd4	ENSMUSG00000034203	9.59	11.94	12.904	19.177
Loxl2	ENSMUSG00000034205	12.625	12.035	23.107	14.862
Polq	ENSMUSG00000034206	0.405	0.24	0.476	0.739
Rasl10a	ENSMUSG00000034209	1.255	0.965	4.279	3.566
Efcab14	ENSMUSG00000034210	30.66	27.73	20.513	21.309
Mrps17	ENSMUSG00000034211	71.03	83.235	114.249	116.803
Vps18	ENSMUSG00000034216	1.495	3.355	3.813	4.845
Atm	ENSMUSG00000034218	4.605	6.995	4.872	4.202
Gpc1	ENSMUSG00000034220	18.355	91.81	83.973	139.654
Rhov	ENSMUSG00000034226	0.0	1.385	0.699	2.174
Usp54	ENSMUSG00000034235	8.45	6.285	3.047	3.37
Golgb1	ENSMUSG00000034243	32.06	32.415	23.916	18.854
Hdac11	ENSMUSG00000034245	2.2	1.45	1.981	2.048
Plekhm1	ENSMUSG00000034247	1.215	2.545	1.755	2.388
Slc25a37	ENSMUSG00000034248	1.77	2.1	2.571	3.347
Senp6	ENSMUSG00000034252	39.485	37.59	36.547	37.602
Agpat1	ENSMUSG00000034254	2.89	5.12	3.623	5.455
Arhgap27	ENSMUSG00000034255	3.345	3.875	4.459	3.693
Mfsd7c	ENSMUSG00000034258	2.23	1.35	1.738	1.139
Exosc4	ENSMUSG00000034259	9.275	12.81	20.263	24.492
Vwa9	ENSMUSG00000034263	10.21	12.545	15.931	17.905
Zdhhc14	ENSMUSG00000034265	1.02	2.05	1.775	1.622
Batf	ENSMUSG00000034266	1.63	1.79	4.139	5.022
Setd5	ENSMUSG00000034269	17.375	11.66	15.251	15.265
Jdp2	ENSMUSG00000034271	29.195	30.98	50.043	54.602
Thoc5	ENSMUSG00000034274	7.62	9.78	11.718	16.091
Igsf9b	ENSMUSG00000034275	0.97	0.825	0.693	0.763
Dnajc17	ENSMUSG00000034278	6.53	4.84	5.901	6.573
Nipsnap1	ENSMUSG00000034285	6.42	5.305	4.172	5.211
Nek9	ENSMUSG00000034290	9.595	10.01	7.363	9.217
Traf3ip1	ENSMUSG00000034292	0.9	0.61	1.259	1.419
Fhod3	ENSMUSG00000034295	0.77	1.345	0.796	0.786
Med13	ENSMUSG00000034297	22.715	19.225	10.077	10.097
Fam53c	ENSMUSG00000034300	25.16	19.545	13.956	17.975
Ccdc15	ENSMUSG00000034303	2.45	2.105	1.908	1.578
Sdr42e1	ENSMUSG00000034308	1.545	0.925	0.619	0.4
Kif4	ENSMUSG00000034311	2.45	2.84	5.684	8.142
Iqsec1	ENSMUSG00000034312	2.265	3.235	4.675	3.896
Trim59	ENSMUSG00000034317	10.58	18.68	36.737	35.165
Slc26a2	ENSMUSG00000034320	8.455	7.645	7.463	7.636
Exosc1	ENSMUSG00000034321	6.63	11.515	14.169	17.512
Kctd9	ENSMUSG00000034327	9.545	9.73	11.985	14.489
Brip1	ENSMUSG00000034329	0.49	0.9	2.697	4.259
Plcg2	ENSMUSG00000034330	1.55	1.865	1.608	2.458
Zbed4	ENSMUSG00000034333	1.6	1.135	1.582	2.887
Fam151b	ENSMUSG00000034334	3.22	5.005	3.516	2.574
Wbp2	ENSMUSG00000034341	37.53	59.85	41.235	52.025
Cbl	ENSMUSG00000034342	2.84	2.42	2.358	3.493
Ube2f	ENSMUSG00000034343	84.79	92.575	83.899	93.263
Gtf2h5	ENSMUSG00000034345	33.985	38.68	47.133	55.934
Smc4	ENSMUSG00000034349	49.42	72.495	116.384	102.924
Ramp1	ENSMUSG00000034353	5.845	7.22	9.767	6.71
Mtmr3	ENSMUSG00000034354	13.19	11.495	9.953	12.314
Cpne2	ENSMUSG00000034361	10.67	14.765	13.979	13.583
Csta1	ENSMUSG00000034362	0.56	0.115	0.007	0.07
Tkfc	ENSMUSG00000034371	0.57	1.315	0.989	1.379
Tulp4	ENSMUSG00000034377	37.4	55.85	63.443	77.606
Wdr5b	ENSMUSG00000034379	2.495	1.885	2.701	2.291
Ssu2	ENSMUSG00000034387	1.585	3.065	4.595	2.348
Cmip	ENSMUSG00000034390	9.62	21.435	14.282	20.629
Lif	ENSMUSG00000034394	0.8	3.95	0.663	1.702
Spata6	ENSMUSG00000034401	30.48	40.335	42.028	34.815
Pja1	ENSMUSG00000034403	61.005	67.725	84.549	72.418
Tbc1d10a	ENSMUSG00000034412	16.34	30.16	26.637	27.349
Parp14	ENSMUSG00000034422	14.09	19.745	9.044	11.598
Gcsh	ENSMUSG00000034424	36.325	36.565	65.524	81.608
Myo15b	ENSMUSG00000034427	0.01	0.0	0.313	0.866
Zfp707	ENSMUSG00000034429	2.48	3.425	3.13	3.37
Zxdc	ENSMUSG00000034430	9.015	9.04	6.803	8.901
Cops8	ENSMUSG00000034432	104.42	81.185	97.965	112.238
Tmem30b	ENSMUSG00000034435	1.325	1.85	3.467	3.363
Gm9761	ENSMUSG00000034437	6.45	18.46	18.728	27.309
Gbp8	ENSMUSG00000034438	0.97	0.02	0.689	1.835
Trmt5	ENSMUSG00000034442	5.59	3.97	9.384	12.291
Cyb561a3	ENSMUSG00000034445	3.28	6.405	6.833	7.726
Dhrs11	ENSMUSG00000034449	4.24	4.1	3.83	4.182
Polr3b	ENSMUSG00000034453	4.295	3.54	4.509	5.541
Eda2r	ENSMUSG00000034457	6.195	11.68	20.216	19.044
Ifit1	ENSMUSG00000034459	37.96	63.705	33.2	44.742
Six4	ENSMUSG00000034460	1.115	1.295	4.985	6.277
Pkd2	ENSMUSG00000034462	27.045	19.275	21.945	15.022
Scara3	ENSMUSG00000034463	11.075	14.63	9.863	9.714
Caskin2	ENSMUSG00000034471	7.51	8.52	5.581	4.722
Rasd2	ENSMUSG00000034472	6.085	3.645	2.411	3.08
Sec22a	ENSMUSG00000034473	16.46	9.26	15.145	11.708
Diaph2	ENSMUSG00000034480	18.905	16.68	12.691	12.464
Snx2	ENSMUSG00000034484	72.875	72.87	93.057	90.826
Uaca	ENSMUSG00000034485	26.32	27.58	29.367	22.304
Kdelc2	ENSMUSG00000034487	19.485	16.2	14.982	13.473
Edil3	ENSMUSG00000034488	11.555	12.82	11.355	12.464
Pcnx4	ENSMUSG00000034501	6.04	6.28	4.605	4.545
Mad2l1bp	ENSMUSG00000034509	5.365	11.795	12.451	16.227
Hmgxb4	ENSMUSG00000034518	5.335	7.05	4.978	5.268
Gjc1	ENSMUSG00000034520	33.97	34.325	35.824	39.044
Zfp395	ENSMUSG00000034522	0.88	1.05	0.806	0.716
Ice1	ENSMUSG00000034525	2.73	2.64	2.344	2.757
Hsd17b13	ENSMUSG00000034528	0.215	0.56	0.017	0.067
Fbxo16	ENSMUSG00000034532	0.39	1.49	0.899	1.405
Zfp418	ENSMUSG00000034538	0.83	0.3	0.803	0.383
Morc2a	ENSMUSG00000034543	9.32	7.775	7.04	10.403
Rsrc1	ENSMUSG00000034544	13.59	12.905	11.279	13.586
Tex16	ENSMUSG00000034555	0.0	0.375	0.0	0.356
Zfyve9	ENSMUSG00000034557	5.475	5.675	3.227	2.554
A230046K03Rik	ENSMUSG00000034560	16.805	17.68	15.654	16.324
Ccpg1	ENSMUSG00000034563	62.03	61.785	63.22	42.824
Atp5h	ENSMUSG00000034566	377.14	380.62	471.635	515.034
Inpp5j	ENSMUSG00000034570	0.05	0.235	0.097	0.173
Ptpn13	ENSMUSG00000034573	4.445	2.99	1.662	1.861
Daam1	ENSMUSG00000034574	3.84	3.335	3.45	3.39
Papd7	ENSMUSG00000034575	3.84	3.015	3.6	5.191
Hid1	ENSMUSG00000034586	7.015	11.25	6.7	6.294
8430429K09Rik	ENSMUSG00000034587	3.98	2.785	4.689	4.822
Slc41a2	ENSMUSG00000034591	2.225	1.71	2.148	2.118
Myo5a	ENSMUSG00000034593	5.305	12.625	7.879	10.842
Ppp1r18	ENSMUSG00000034595	16.65	31.475	20.127	28.974
2700049A03Rik	ENSMUSG00000034601	4.655	3.72	3.277	3.37
Mon2	ENSMUSG00000034602	1.535	1.41	1.232	1.395
Pof1b	ENSMUSG00000034607	2.69	1.57	0.23	0.137
Zcchc11	ENSMUSG00000034610	13.915	12.11	9.481	7.299
Chst11	ENSMUSG00000034612	0.76	0.305	0.932	1.499
Ppm1h	ENSMUSG00000034613	3.99	2.575	1.858	2.028
Pik3ip1	ENSMUSG00000034614	11.345	13.93	7.932	5.991
Mtrr	ENSMUSG00000034617	5.3	5.18	5.075	6.643
Tmem5	ENSMUSG00000034620	65.055	70.73	78.039	66.164
Gpatch8	ENSMUSG00000034621	17.455	14.43	11.658	11.489
Ly6d	ENSMUSG00000034634	5.765	44.205	5.997	0.736
Zyg11b	ENSMUSG00000034636	6.88	3.915	3.586	2.864
Setmar	ENSMUSG00000034639	2.965	2.005	2.174	1.492
Tiparp	ENSMUSG00000034640	345.265	258.575	246.706	197.912
Cd300ld	ENSMUSG00000034641	0.25	1.305	6.117	12.597
Ankrd12	ENSMUSG00000034647	35.73	33.605	20.46	15.704
Lrrn1	ENSMUSG00000034648	5.995	4.885	23.969	24.485
Cd300a	ENSMUSG00000034652	0.28	1.215	4.529	6.354
Ythdc2	ENSMUSG00000034653	3.375	3.03	2.121	2.434
Cacna1a	ENSMUSG00000034656	1.735	2.12	0.769	0.862
Tmem109	ENSMUSG00000034659	61.33	66.27	76.76	97.509
Bmp2k	ENSMUSG00000034663	8.29	6.175	4.795	6.617
Itga2b	ENSMUSG00000034664	2.875	2.755	4.545	3.034
Xpot	ENSMUSG00000034667	9.805	6.775	9.624	11.838
Pbx2	ENSMUSG00000034673	0.92	1.575	1.908	2.221
Tdg	ENSMUSG00000034674	12.31	13.62	26.157	33.946
Dbn1	ENSMUSG00000034675	7.085	22.74	31.299	44.845
Rnps1	ENSMUSG00000034681	51.495	64.96	81.735	106.427
Sema3f	ENSMUSG00000034684	7.755	7.19	8.182	9.397
Fam171a2	ENSMUSG00000034685	0.56	1.28	2.281	3.443
Dnaic2	ENSMUSG00000034706	1.785	1.565	0.543	0.736
Gns	ENSMUSG00000034707	20.73	29.63	29.983	36.473
Grn	ENSMUSG00000034708	56.345	110.26	173.3	246.02
Ppp1r21	ENSMUSG00000034709	4.83	4.44	4.319	4.502
Ttyh2	ENSMUSG00000034714	7.27	8.75	8.851	9.883
Tmx4	ENSMUSG00000034723	39.19	30.705	17.979	16.943
Cnot6l	ENSMUSG00000034724	24.01	11.755	28.481	30.403
Mrps10	ENSMUSG00000034729	34.485	34.07	56.896	68.774
Dgkh	ENSMUSG00000034731	4.635	5.58	4.565	4.742
Nostrin	ENSMUSG00000034738	1.895	1.81	3.163	2.561
Nagk	ENSMUSG00000034744	9.765	22.59	20.09	23.057
Sirt6	ENSMUSG00000034748	0.995	1.08	2.281	2.86
Mast4	ENSMUSG00000034751	21.53	16.915	18.455	15.438
Pcdh11x	ENSMUSG00000034755	0.825	0.545	0.206	0.313
Tmub2	ENSMUSG00000034757	12.075	21.0	17.206	18.618
Tle6	ENSMUSG00000034758	4.1	4.815	4.712	7.799
Map4k5	ENSMUSG00000034761	19.595	21.12	17.463	15.827
Glis1	ENSMUSG00000034762	0.125	0.92	0.11	0.273
Dusp5	ENSMUSG00000034765	16.295	21.64	19.554	31.628
Tle2	ENSMUSG00000034771	6.81	8.775	4.306	5.052
BC030867	ENSMUSG00000034773	0.07	0.625	1.968	3.753
Dsg1c	ENSMUSG00000034774	0.92	0.445	0.31	0.45
B3galt1	ENSMUSG00000034780	6.585	6.725	4.928	2.494
Gna11	ENSMUSG00000034781	14.235	19.485	21.362	21.725
Gpsm3	ENSMUSG00000034786	3.145	3.555	4.825	6.187
Rab24	ENSMUSG00000034789	15.615	18.78	20.783	21.479
Gna15	ENSMUSG00000034792	0.455	0.625	1.315	1.172
G6pc3	ENSMUSG00000034793	11.195	17.535	16.913	22.451
Ccdc122	ENSMUSG00000034795	1.23	3.39	6.051	8.638
Zfp661	ENSMUSG00000034800	1.12	0.56	2.065	1.472
Sos2	ENSMUSG00000034801	14.57	14.7	9.93	10.117
Colgalt1	ENSMUSG00000034807	23.9	28.8	34.885	38.748
Scn7a	ENSMUSG00000034810	23.28	15.725	8.248	5.288
Cpsf7	ENSMUSG00000034820	6.225	5.075	4.056	5.881
Nrip3	ENSMUSG00000034825	1.4	1.17	0.813	1.182
Nup54	ENSMUSG00000034826	24.47	21.595	25.478	32.817
Tet3	ENSMUSG00000034832	3.655	3.74	3.863	4.089
Gnat1	ENSMUSG00000034837	0.37	0.21	2.461	3.227
Larp6	ENSMUSG00000034839	2.67	3.58	2.081	2.274
Art3	ENSMUSG00000034842	323.45	139.385	125.035	62.857
Plvap	ENSMUSG00000034845	78.99	98.325	110.19	101.112
Ttc21b	ENSMUSG00000034848	4.375	4.805	3.134	3.287
Tmem127	ENSMUSG00000034850	11.34	10.625	11.002	11.722
Acot11	ENSMUSG00000034853	1.11	1.285	1.675	1.402
Mfsd12	ENSMUSG00000034854	0.69	0.97	2.647	3.533
Cxcl10	ENSMUSG00000034855	38.315	65.9	40.836	46.084
Fam214a	ENSMUSG00000034858	17.59	15.4	10.057	10.323
Ano8	ENSMUSG00000034863	2.775	5.585	9.81	14.858
Ankrd27	ENSMUSG00000034867	13.965	11.485	15.445	14.356
Myl12b	ENSMUSG00000034868	113.805	139.395	156.65	139.604
Nudt19	ENSMUSG00000034875	68.59	53.07	82.088	82.041
Mrpl34	ENSMUSG00000034880	12.335	35.28	54.446	60.649
Tbxa2r	ENSMUSG00000034881	3.235	2.42	2.474	1.215
Lrr1	ENSMUSG00000034883	0.0	1.095	3.766	4.732
Cactin	ENSMUSG00000034889	5.565	7.12	9.311	11.765
Rps29	ENSMUSG00000034892	697.07	582.95	802.447	866.932
Cog3	ENSMUSG00000034893	11.275	11.08	10.543	9.893
Filip1	ENSMUSG00000034898	21.095	15.67	8.961	9.201
Pip5k1c	ENSMUSG00000034902	8.28	12.87	12.797	15.388
Cobll1	ENSMUSG00000034903	34.885	23.1	11.792	12.83
Ncaph	ENSMUSG00000034906	2.27	5.92	13.61	16.184
Sidt2	ENSMUSG00000034908	34.245	47.395	33.78	42.288
Pygo1	ENSMUSG00000034910	0.885	0.9	0.553	0.446
Ushbp1	ENSMUSG00000034911	12.21	20.03	30.726	20.436
Mdga2	ENSMUSG00000034912	2.02	0.32	0.293	0.063
Dhcr24	ENSMUSG00000034926	7.79	6.635	3.0	1.981
Rnf44	ENSMUSG00000034928	5.255	5.59	3.793	6.866
Rtkn	ENSMUSG00000034930	16.145	23.175	18.132	19.714
Dhx8	ENSMUSG00000034931	8.475	7.755	6.683	7.319
Mrpl54	ENSMUSG00000034932	32.225	69.99	81.425	91.612
Arl4d	ENSMUSG00000034936	83.545	82.025	22.101	18.065
Synrg	ENSMUSG00000034940	3.625	4.97	3.127	4.222
Tmem106a	ENSMUSG00000034947	4.675	7.06	13.044	20.476
Zfr2	ENSMUSG00000034949	0.59	0.635	0.962	0.443
Cog7	ENSMUSG00000034951	17.06	17.04	14.749	16.493
Cebpa	ENSMUSG00000034957	1.15	1.275	1.252	2.268
Dopey1	ENSMUSG00000034973	10.06	11.15	7.346	6.437
Dapk3	ENSMUSG00000034974	6.985	13.755	16.68	19.148
Parm1	ENSMUSG00000034981	9.4	8.86	5.025	5.538
Otoa	ENSMUSG00000034990	9.44	2.81	2.997	2.584
Vat1	ENSMUSG00000034993	0.6	1.475	1.146	1.775
Eef2	ENSMUSG00000034994	120.585	186.44	199.887	264.036
Htr2a	ENSMUSG00000034997	0.58	0.9	0.43	0.776
Foxn2	ENSMUSG00000034998	7.105	6.95	5.028	5.438
Dpp4	ENSMUSG00000035000	9.69	9.515	18.302	5.368
Igsf6	ENSMUSG00000035004	0.805	1.86	7.196	13.333
Rundc1	ENSMUSG00000035007	7.46	6.19	6.274	6.657
Zbtb7a	ENSMUSG00000035011	12.96	22.495	19.577	24.406
Epgn	ENSMUSG00000035020	0.0	0.565	0.293	0.4
Baz1a	ENSMUSG00000035021	36.175	34.67	28.541	37.689
Ncapd3	ENSMUSG00000035024	7.635	8.665	7.722	8.312
Map2k2	ENSMUSG00000035027	29.7	44.11	54.306	69.913
Ccl5	ENSMUSG00000035042	5.19	4.615	5.032	6.886
Zc3h12b	ENSMUSG00000035045	1.01	1.31	1.142	0.823
Kri1	ENSMUSG00000035047	2.045	2.19	1.978	2.634
Anapc13	ENSMUSG00000035048	60.52	79.635	64.286	65.551
Rrp12	ENSMUSG00000035049	2.49	4.22	5.068	7.842
Dhx57	ENSMUSG00000035051	2.39	2.565	3.373	3.31
Zc4h2	ENSMUSG00000035062	11.585	7.315	10.36	8.079
Eef2k	ENSMUSG00000035064	4.26	6.075	6.384	6.75
Oma1	ENSMUSG00000035069	6.215	7.38	11.235	11.738
Mtmr9	ENSMUSG00000035078	5.915	7.605	9.401	9.331
Becn1	ENSMUSG00000035086	51.695	65.96	61.718	63.207
Secisbp2l	ENSMUSG00000035093	28.58	21.445	8.811	7.722
Eva1a	ENSMUSG00000035104	3.735	7.26	9.384	6.027
Egln3	ENSMUSG00000035105	1.245	4.775	7.023	10.813
Dcbld2	ENSMUSG00000035107	7.06	11.03	9.321	10.536
Shc4	ENSMUSG00000035109	13.875	9.25	1.612	2.145
Wnk4	ENSMUSG00000035112	1.345	0.265	0.107	0.27
Gcfc2	ENSMUSG00000035125	3.03	3.745	3.783	2.404
Wdr78	ENSMUSG00000035126	0.81	0.955	0.743	0.803
Arhgap5	ENSMUSG00000035133	46.065	33.255	38.335	28.538
Secisbp2	ENSMUSG00000035139	4.855	5.61	5.564	5.731
Nubpl	ENSMUSG00000035142	3.505	3.84	4.812	6.33
Eif2s3x	ENSMUSG00000035150	41.805	34.165	33.829	38.994
Elmod2	ENSMUSG00000035151	6.92	7.38	6.097	5.468
Ap2b1	ENSMUSG00000035152	18.25	16.91	16.394	19.177
Mitf	ENSMUSG00000035158	2.38	1.285	1.369	1.215
Ints6	ENSMUSG00000035161	25.17	30.785	18.059	20.776
Zc3h12c	ENSMUSG00000035164	2.57	2.365	2.987	3.35
Kcne3	ENSMUSG00000035165	2.23	3.26	3.513	1.292
Tanc1	ENSMUSG00000035168	6.265	8.49	8.841	8.565
1110059E24Rik	ENSMUSG00000035171	30.43	27.085	33.983	37.502
Plekhh3	ENSMUSG00000035172	5.475	6.225	7.313	7.269
Ccdc186	ENSMUSG00000035173	19.76	13.945	13.956	10.426
Heatr5a	ENSMUSG00000035181	2.775	2.7	2.724	3.71
Fam124a	ENSMUSG00000035184	3.615	3.805	2.218	1.838
Ubd	ENSMUSG00000035186	79.98	0.77	0.107	0.44
Ano4	ENSMUSG00000035189	0.17	0.67	0.03	0.206
Tubg1	ENSMUSG00000035198	7.685	15.045	26.94	34.246
Arl6ip5	ENSMUSG00000035199	62.0	78.62	131.831	175.058
Lars2	ENSMUSG00000035202	175.64	128.81	180.023	211.145
Epn1	ENSMUSG00000035203	3.52	4.58	3.22	5.245
Sppl2b	ENSMUSG00000035206	7.08	13.31	9.957	11.082
Slfn8	ENSMUSG00000035208	0.79	1.63	1.851	3.906
Leprot	ENSMUSG00000035212	52.28	61.485	66.533	60.18
Lsm7	ENSMUSG00000035215	46.345	53.21	96.42	124.146
Spcs2	ENSMUSG00000035227	137.4	157.63	193.15	218.258
Pdk3	ENSMUSG00000035232	19.67	17.94	36.117	35.961
Fam175a	ENSMUSG00000035234	5.18	9.515	13.37	12.551
Trim13	ENSMUSG00000035235	16.59	30.575	25.944	30.946
Scai	ENSMUSG00000035236	3.705	4.23	5.828	2.954
Lcat	ENSMUSG00000035237	2.025	0.39	0.533	0.506
Neu3	ENSMUSG00000035239	0.435	0.66	0.789	0.686
Oaz1	ENSMUSG00000035242	554.0	888.105	907.552	987.255
Eogt	ENSMUSG00000035245	6.58	7.54	5.877	5.751
Pcyt1b	ENSMUSG00000035246	0.915	1.46	0.603	0.816
Hectd1	ENSMUSG00000035247	15.21	14.565	12.89	15.285
Zcchc6	ENSMUSG00000035248	13.575	14.605	10.45	12.671
Abi3bp	ENSMUSG00000035258	40.79	20.935	68.658	50.576
Helq	ENSMUSG00000035266	1.305	1.465	2.491	2.351
Pkig	ENSMUSG00000035268	55.705	76.01	117.036	136.523
Hpse	ENSMUSG00000035273	1.335	1.865	3.24	5.791
Tpbg	ENSMUSG00000035274	3.83	6.44	6.88	9.411
Raver2	ENSMUSG00000035275	3.1	1.765	1.385	1.622
Plekhj1	ENSMUSG00000035278	4.225	10.16	8.938	11.272
Ssc5d	ENSMUSG00000035279	11.1	10.34	39.68	23.963
Vps13c	ENSMUSG00000035284	5.075	3.77	3.323	2.278
Nat14	ENSMUSG00000035285	6.905	4.665	4.076	3.683
G2e3	ENSMUSG00000035293	12.385	11.38	13.167	11.538
Sgcg	ENSMUSG00000035296	1.225	3.45	12.934	14.162
Cops4	ENSMUSG00000035297	83.05	82.915	116.48	136.493
Mid1	ENSMUSG00000035299	6.41	6.64	3.357	3.273
Ror1	ENSMUSG00000035305	13.81	14.26	6.75	6.617
Lin54	ENSMUSG00000035310	5.325	5.715	6.627	7.04
Gnptab	ENSMUSG00000035311	10.015	10.82	5.748	7.939
Gdpd5	ENSMUSG00000035314	2.495	4.86	3.134	3.38
Sec31a	ENSMUSG00000035325	85.68	92.55	113.117	116.177
Fbxo33	ENSMUSG00000035329	43.895	25.86	23.48	26.22
Uchl4	ENSMUSG00000035337	1.42	1.175	1.419	1.465
Lzts2	ENSMUSG00000035342	17.22	27.14	24.612	29.124
Nup37	ENSMUSG00000035351	10.845	12.26	30.756	38.165
Ccl12	ENSMUSG00000035352	0.0	2.44	8.475	40.713
Uvrag	ENSMUSG00000035354	12.755	10.22	9.937	9.028
Nfkbiz	ENSMUSG00000035356	97.935	87.53	50.017	40.117
Pdzrn3	ENSMUSG00000035357	3.95	4.295	3.497	2.794
4930524J08Rik	ENSMUSG00000035364	0.545	0.41	0.363	0.323
Parpbp	ENSMUSG00000035365	0.235	1.87	2.571	2.754
Rmi1	ENSMUSG00000035367	6.895	7.07	9.327	8.781
Adat3	ENSMUSG00000035370	1.155	1.605	2.248	4.212
1810055G02Rik	ENSMUSG00000035372	21.56	28.405	31.026	29.92
Ccl7	ENSMUSG00000035373	77.785	108.375	188.698	247.689
Hacd2	ENSMUSG00000035376	13.81	14.095	20.376	17.972
Shq1	ENSMUSG00000035378	2.635	3.835	4.339	5.658
Pcsk7	ENSMUSG00000035382	6.315	8.48	11.042	9.607
Ccl2	ENSMUSG00000035385	87.78	196.345	190.952	199.923
Dennd1a	ENSMUSG00000035392	9.99	9.15	6.081	8.585
Klf16	ENSMUSG00000035397	2.565	2.29	2.627	4.059
Oser1	ENSMUSG00000035399	151.95	134.79	150.683	154.216
Emsy	ENSMUSG00000035401	22.295	14.59	14.236	14.645
Kank4	ENSMUSG00000035407	5.475	0.965	0.729	0.143
Tmem98	ENSMUSG00000035413	10.55	15.79	17.296	18.775
Rabgap1	ENSMUSG00000035437	28.755	33.08	27.829	24.988
Haus8	ENSMUSG00000035439	8.825	10.475	16.394	22.061
Myo1d	ENSMUSG00000035441	12.9	11.07	8.178	7.642
Thyn1	ENSMUSG00000035443	43.26	47.915	77.066	107.486
Fignl1	ENSMUSG00000035455	2.23	4.53	11.252	16.367
Tnni3	ENSMUSG00000035458	1.06	0.43	0.603	0.729
Stab2	ENSMUSG00000035459	0.67	0.345	0.103	0.067
Rcbtb1	ENSMUSG00000035469	12.86	11.965	10.849	12.321
Slc25a21	ENSMUSG00000035472	1.145	0.055	0.303	0.0
Galm	ENSMUSG00000035473	1.95	3.155	2.721	3.2
Tab3	ENSMUSG00000035476	3.23	5.875	3.596	4.599
Mbd3	ENSMUSG00000035478	29.81	51.915	76.613	100.796
Tgfbi	ENSMUSG00000035493	42.875	108.575	40.966	55.817
Tstd2	ENSMUSG00000035495	8.05	7.88	9.69	10.576
Reep6	ENSMUSG00000035504	0.955	0.84	0.609	0.619
Cox18	ENSMUSG00000035505	6.1	5.465	9.394	11.185
Fbxl21	ENSMUSG00000035509	0.565	0.0	0.519	0.553
